order_id,customer_id,locality_id,customer_segment,preferred_cuisine,order_date,order_time,restaurant_id,item_id,platform,order_status,customer_rating,item_price,discount_pct,discount_amount,food_amount,delivery_fee,order_value,year,month,month_name,day_of_week,day_name,is_weekend,order_hour,meal_period,item_name,ordered_cuisine,category,veg_flag,price_band
O001027,C04311,7,Family,Biryani,2025-11-11,22:40:00,R001,I0008,Zomato,Delivered,5.0,283,20,56.6,226.4,35,261.4,2025,11,November,1,Tuesday,No,22,Dinner,Biryani Combo,Biryani,Combo,Non-Veg,250-300
O001028,C04222,4,Family,Chinese,2025-11-05,21:31:00,R131,I1013,Swiggy,Delivered,5.0,121,30,36.3,84.7,35,119.7,2025,11,November,2,Wednesday,No,21,Dinner,Uttapam,South Indian,Main Course,Veg,100-150
O001029,C01566,4,Family,South Indian,2025-04-27,13:51:00,R131,I1010,Swiggy,Delivered,4.0,97,30,29.1,67.9,25,92.9,2025,4,April,6,Sunday,Yes,13,Lunch,Idli Sambar,South Indian,Main Course,Veg,Below 100
O001030,C04139,1,Working Professional,Chinese,2025-10-30,21:04:00,R136,I1049,Direct,Delivered,4.0,166,0,0.0,166.0,35,201.0,2025,10,October,3,Thursday,No,21,Dinner,Protein Smoothie,Healthy,Beverage,Veg,200-250
O001031,C00188,10,Working Professional,Cafe,2025-01-14,08:02:00,R059,I0454,Zomato,Delivered,5.0,126,5,6.3,119.7,20,139.7,2025,1,January,1,Tuesday,No,8,Breakfast,Cold Coffee,Cafe,Beverage,Veg,100-150
O001032,C02955,4,Young Professional,Biryani,2025-08-06,19:01:00,R140,I1081,Direct,Delivered,2.0,259,15,38.85,220.15,30,250.15,2025,8,August,2,Wednesday,No,19,Dinner,Chicken Tikka,North Indian,Starter,Non-Veg,250-300
O001033,C01128,3,Working Professional,Biryani,2025-03-25,12:13:00,R071,I0546,Zomato,Delivered,2.0,225,15,33.75,191.25,25,216.25,2025,3,March,1,Tuesday,No,12,Lunch,Paneer Butter Masala,North Indian,Main Course,Veg,200-250
O001034,C00577,1,Student,Chinese,2025-02-14,10:57:00,R110,I0843,Swiggy,Delivered,4.0,148,40,59.2,88.8,20,108.8,2025,2,February,4,Friday,No,10,Breakfast,Veg Hakka Noodles,Chinese,Main Course,Veg,100-150
O001035,C00382,8,Working Professional,Cafe,2025-01-29,09:39:00,R056,I0432,Zomato,Delivered,4.0,205,25,51.25,153.75,20,173.75,2025,1,January,2,Wednesday,No,9,Breakfast,Margherita Pizza,Pizza,Main Course,Veg,150-200
O001036,C03456,7,Family,Cafe,2025-09-12,20:51:00,R059,I0459,Zomato,Delivered,4.0,169,5,8.45,160.55,30,190.55,2025,9,September,4,Friday,No,20,Dinner,Cheese Sandwich,Cafe,Snack,Veg,150-200
O001037,C01668,7,Family,Momos,2025-05-04,14:43:00,R081,I0623,Swiggy,Delivered,4.0,301,0,0.0,301.0,25,326.0,2025,5,May,6,Sunday,Yes,14,Lunch,Farmhouse Pizza,Pizza,Main Course,Veg,300+
O001038,C03602,2,Family,North Indian,2025-09-22,20:48:00,R044,I0347,Zomato,Delivered,5.0,76,20,15.2,60.8,35,95.8,2025,9,September,0,Monday,No,20,Dinner,Garlic Naan,North Indian,Bread,Veg,Below 100
O001039,C00320,2,Family,North Indian,2025-01-24,09:28:00,R107,I0821,Swiggy,Delivered,4.0,99,25,24.75,74.25,20,94.25,2025,1,January,4,Friday,No,9,Breakfast,Gulab Jamun,Desserts,Dessert,Veg,Below 100
O001040,C01548,9,Family,South Indian,2025-04-26,13:47:00,R097,I0747,Swiggy,Delivered,4.0,161,20,32.2,128.8,25,153.8,2025,4,April,5,Saturday,Yes,13,Lunch,Chole Bhature,North Indian,Main Course,Veg,150-200
O001041,C02673,6,Student,Pizza,2025-07-16,18:37:00,R099,I0765,Swiggy,Delivered,4.0,427,5,21.35,405.65,30,435.65,2025,7,July,2,Wednesday,No,18,Evening,Pepperoni Pizza,Pizza,Main Course,Non-Veg,300+
O001042,C03942,3,Young Professional,Burgers,2025-10-16,21:05:00,R032,I0252,Zomato,Delivered,5.0,118,15,17.7,100.3,35,135.3,2025,10,October,3,Thursday,No,21,Dinner,French Fries,Burgers,Side,Veg,100-150
O001043,C01564,8,Working Professional,Desserts,2025-04-27,13:49:00,R141,I1087,Direct,Delivered,4.0,166,10,16.6,149.4,25,174.4,2025,4,April,6,Sunday,Yes,13,Lunch,Paneer Burger,Burgers,Main Course,Veg,150-200
O001044,C03102,3,Student,Healthy,2025-08-17,19:33:00,R100,I0774,Swiggy,Delivered,5.0,185,25,46.25,138.75,30,168.75,2025,8,August,6,Sunday,Yes,19,Dinner,Paneer Tikka,North Indian,Starter,Veg,150-200
O001045,C04437,5,Working Professional,Biryani,2025-11-20,22:07:00,R032,I0253,Zomato,Delivered,4.0,149,15,22.35,126.65,35,161.65,2025,11,November,3,Thursday,No,22,Dinner,Peri Peri Fries,Burgers,Side,Veg,150-200
O001046,C03055,8,Working Professional,North Indian,2025-08-13,19:58:00,R100,I0774,Swiggy,Delivered,3.0,185,25,46.25,138.75,30,168.75,2025,8,August,2,Wednesday,No,19,Dinner,Paneer Tikka,North Indian,Starter,Veg,150-200
O001047,C01146,4,Family,Burgers,2025-03-27,12:54:00,R032,I0249,Zomato,Delivered,4.0,206,15,30.9,175.1,25,200.1,2025,3,March,3,Thursday,No,12,Lunch,Chicken Burger,Burgers,Main Course,Non-Veg,200-250
O001048,C00123,3,Young Professional,Chinese,2025-01-10,07:45:00,R016,I0115,Zomato,Delivered,3.0,297,25,74.25,222.75,20,242.75,2025,1,January,4,Friday,No,7,Breakfast,Butter Chicken,North Indian,Main Course,Non-Veg,200-250
O001049,C04349,5,Student,Cafe,2025-11-14,22:01:00,R074,I0575,Swiggy,Delivered,5.0,171,15,25.65,145.35,35,180.35,2025,11,November,4,Friday,No,22,Dinner,Manchurian,Chinese,Starter,Veg,150-200
O001050,C00112,3,Working Professional,South Indian,2025-01-08,07:25:00,R086,I0664,Swiggy,Delivered,4.0,144,25,36.0,108.0,20,128.0,2025,1,January,2,Wednesday,No,7,Breakfast,Veg Burger,Burgers,Main Course,Veg,100-150
O001051,C04375,4,Family,North Indian,2025-11-16,22:16:00,R033,I0262,Zomato,Delivered,4.0,119,20,23.8,95.2,35,130.2,2025,11,November,6,Sunday,Yes,22,Dinner,Jeera Rice,North Indian,Rice,Veg,100-150
O001052,C02621,3,Working Professional,Cafe,2025-07-12,18:58:00,R051,I0396,Zomato,Delivered,3.0,114,25,28.5,85.5,30,115.5,2025,7,July,5,Saturday,Yes,18,Evening,Vada Sambar,South Indian,Main Course,Veg,100-150
O001053,C04693,4,Working Professional,Cafe,2025-12-09,22:23:00,R140,I1085,Direct,Failed,,88,15,13.2,74.8,40,114.8,2025,12,December,1,Tuesday,No,22,Dinner,Gulab Jamun,North Indian,Dessert,Veg,100-150
O001054,C03985,9,Family,North Indian,2025-10-19,21:30:00,R044,I0348,Zomato,Delivered,5.0,128,20,25.6,102.4,35,137.4,2025,10,October,6,Sunday,Yes,21,Dinner,Jeera Rice,North Indian,Rice,Veg,100-150
O001055,C04991,4,Family,Desserts,2025-12-31,23:15:00,R030,I0239,Zomato,Delivered,3.0,80,30,24.0,56.0,40,96.0,2025,12,December,2,Wednesday,No,23,Dinner,Filter Coffee,South Indian,Beverage,Veg,Below 100
O001056,C01722,7,Working Professional,Biryani,2025-05-09,14:57:00,R148,I1145,Direct,Delivered,4.0,99,25,24.75,74.25,25,99.25,2025,5,May,4,Friday,No,14,Lunch,Idli Sambar,South Indian,Main Course,Veg,Below 100
O001057,C03822,5,Student,Burgers,2025-10-07,21:49:00,R046,I0362,Zomato,Delivered,5.0,166,10,16.6,149.4,35,184.4,2025,10,October,1,Tuesday,No,21,Dinner,Protein Smoothie,Healthy,Beverage,Veg,150-200
O001058,C01987,6,Working Professional,North Indian,2025-05-27,14:20:00,R100,I0772,Swiggy,Delivered,4.0,208,25,52.0,156.0,30,186.0,2025,5,May,1,Tuesday,No,14,Lunch,Kadhai Paneer,North Indian,Main Course,Veg,150-200
O001059,C02372,6,Student,Burgers,2025-06-25,16:37:00,R032,I0251,Zomato,Delivered,5.0,297,15,44.55,252.45,30,282.45,2025,6,June,2,Wednesday,No,16,Evening,Double Chicken Burger,Burgers,Main Course,Non-Veg,250-300
O001060,C03110,3,Family,Biryani,2025-08-17,19:25:00,R090,I0697,Swiggy,Delivered,3.0,223,40,89.2,133.8,30,163.8,2025,8,August,6,Sunday,Yes,19,Dinner,Chicken 65,Biryani,Starter,Non-Veg,150-200
O001061,C04367,1,Family,Pizza,2025-11-15,22:16:00,R064,I0498,Zomato,Delivered,3.0,391,0,0.0,391.0,35,426.0,2025,11,November,5,Saturday,Yes,22,Dinner,Cheese Burst Pizza,Pizza,Main Course,Veg,300+
O001062,C04922,7,Family,Biryani,2025-12-26,23:49:00,R144,I1115,Direct,Cancelled,,298,40,119.2,178.8,40,218.8,2025,12,December,4,Friday,No,23,Dinner,Biryani Combo,Biryani,Combo,Non-Veg,200-250
O001063,C03829,6,Young Professional,Biryani,2025-10-08,21:45:00,R058,I0451,Zomato,Delivered,5.0,230,15,34.5,195.5,35,230.5,2025,10,October,2,Wednesday,No,21,Dinner,Chicken 65,Biryani,Starter,Non-Veg,200-250
O001064,C02070,8,Working Professional,Pizza,2025-06-02,15:41:00,R074,I0572,Swiggy,Delivered,5.0,195,15,29.25,165.75,30,195.75,2025,6,June,0,Monday,No,15,Lunch,Chicken Fried Rice,Chinese,Main Course,Non-Veg,150-200
O001065,C02084,4,Family,Pizza,2025-06-03,15:03:00,R138,I1062,Direct,Delivered,4.0,200,10,20.0,180.0,30,210.0,2025,6,June,1,Tuesday,No,15,Lunch,Cheese Burger,Burgers,Main Course,Veg,200-250
O001066,C03672,9,Working Professional,Healthy,2025-09-27,20:49:00,R150,I1162,Direct,Delivered,4.0,96,40,38.4,57.6,35,92.6,2025,9,September,5,Saturday,Yes,20,Dinner,Ice Cream,Desserts,Dessert,Veg,Below 100
O001067,C01170,10,Student,Momos,2025-03-29,12:42:00,R023,I0174,Zomato,Delivered,4.0,193,15,28.95,164.05,25,189.05,2025,3,March,5,Saturday,Yes,12,Lunch,Paneer Burger,Burgers,Main Course,Veg,150-200
O001068,C00532,10,Working Professional,Healthy,2025-02-10,10:53:00,R122,I0938,Swiggy,Delivered,4.0,259,0,0.0,259.0,20,279.0,2025,2,February,0,Monday,No,10,Breakfast,Chicken Salad Bowl,Healthy,Healthy,Non-Veg,250-300
O001069,C01743,5,Working Professional,North Indian,2025-05-10,14:47:00,R037,I0292,Zomato,Delivered,5.0,194,10,19.4,174.6,25,199.6,2025,5,May,5,Saturday,Yes,14,Lunch,Chicken Burger,Burgers,Main Course,Non-Veg,150-200
O001070,C01410,4,Working Professional,Pizza,2025-04-15,13:03:00,R067,I0518,Swiggy,Delivered,4.0,202,40,80.8,121.2,25,146.2,2025,4,April,1,Tuesday,No,13,Lunch,Paneer Bowl,Healthy,Healthy,Veg,100-150
O001071,C01451,2,Student,North Indian,2025-04-19,13:58:00,R047,I0366,Zomato,Delivered,3.0,183,25,45.75,137.25,25,162.25,2025,4,April,5,Saturday,Yes,13,Lunch,Chicken Burger,Burgers,Main Course,Non-Veg,150-200
O001072,C01148,2,Student,Chinese,2025-03-27,12:18:00,R047,I0366,Zomato,Delivered,4.0,183,25,45.75,137.25,25,162.25,2025,3,March,3,Thursday,No,12,Lunch,Chicken Burger,Burgers,Main Course,Non-Veg,150-200
O001073,C00211,3,Family,Biryani,2025-01-16,08:37:00,R032,I0247,Zomato,Delivered,4.0,124,15,18.6,105.4,20,125.4,2025,1,January,3,Thursday,No,8,Breakfast,Veg Burger,Burgers,Main Course,Veg,100-150
O001074,C00092,1,Family,Burgers,2025-01-07,07:24:00,R088,I0678,Swiggy,Delivered,4.0,96,20,19.2,76.8,20,96.8,2025,1,January,1,Tuesday,No,7,Breakfast,Gulab Jamun,Desserts,Dessert,Veg,Below 100
O001075,C04939,2,Family,Chinese,2025-12-27,23:07:00,R065,I0505,Swiggy,Delivered,3.0,119,0,0.0,119.0,40,159.0,2025,12,December,5,Saturday,Yes,23,Dinner,Rasmalai,Desserts,Dessert,Veg,150-200
O001076,C02114,2,Family,Pizza,2025-06-06,15:17:00,R032,I0251,Zomato,Delivered,4.0,297,15,44.55,252.45,30,282.45,2025,6,June,4,Friday,No,15,Lunch,Double Chicken Burger,Burgers,Main Course,Non-Veg,250-300
O001077,C01892,6,Young Professional,Chinese,2025-05-21,14:50:00,R076,I0587,Swiggy,Delivered,2.0,145,40,58.0,87.0,25,112.0,2025,5,May,2,Wednesday,No,14,Lunch,Veg Sandwich,Cafe,Snack,Veg,100-150
O001078,C03381,6,Student,Burgers,2025-09-06,20:17:00,R144,I1112,Direct,Delivered,4.0,160,40,64.0,96.0,30,126.0,2025,9,September,5,Saturday,Yes,20,Dinner,Veg Biryani,Biryani,Main Course,Veg,100-150
O001079,C01078,7,Working Professional,Biryani,2025-03-21,12:47:00,R112,I0860,Swiggy,Delivered,3.0,191,20,38.2,152.8,25,177.8,2025,3,March,4,Friday,No,12,Lunch,Chicken Hakka Noodles,Chinese,Main Course,Non-Veg,150-200
O001080,C04751,8,Working Professional,Chinese,2025-12-13,23:57:00,R071,I0554,Swiggy,Delivered,3.0,87,15,13.05,73.95,40,113.95,2025,12,December,5,Saturday,Yes,23,Dinner,Gulab Jamun,North Indian,Dessert,Veg,100-150
O001081,C03920,9,Working Professional,Pizza,2025-10-14,21:06:00,R143,I1106,Direct,Delivered,4.0,126,25,31.5,94.5,35,129.5,2025,10,October,1,Tuesday,No,21,Dinner,Garlic Bread,Pizza,Side,Veg,100-150
O001082,C00441,7,Young Professional,Biryani,2025-02-02,09:56:00,R088,I0678,Swiggy,Delivered,4.0,96,20,19.2,76.8,20,96.8,2025,2,February,6,Sunday,Yes,9,Breakfast,Gulab Jamun,Desserts,Dessert,Veg,Below 100
O001083,C02068,5,Young Professional,Burgers,2025-06-02,15:16:00,R024,I0184,Zomato,Delivered,5.0,199,40,79.6,119.4,30,149.4,2025,6,June,0,Monday,No,15,Lunch,Kadhai Paneer,North Indian,Main Course,Veg,100-150
O001084,C04397,4,Student,Biryani,2025-11-17,22:58:00,R068,I0528,Swiggy,Delivered,3.0,182,15,27.3,154.7,35,189.7,2025,11,November,0,Monday,No,22,Dinner,Tandoori Momos,Momos,Main Course,Veg,150-200
O001085,C04720,10,Student,Burgers,2025-12-11,22:02:00,R030,I0239,Zomato,Delivered,3.0,80,30,24.0,56.0,40,96.0,2025,12,December,3,Thursday,No,22,Dinner,Filter Coffee,South Indian,Beverage,Veg,Below 100
O001086,C02307,4,Student,Burgers,2025-06-20,16:21:00,R120,I0925,Swiggy,Delivered,5.0,212,20,42.4,169.6,30,199.6,2025,6,June,4,Friday,No,16,Evening,Chicken Burger,Burgers,Main Course,Non-Veg,150-200
O001087,C03040,3,Young Professional,Burgers,2025-08-12,19:14:00,R141,I1089,Direct,Delivered,3.0,163,10,16.3,146.7,30,176.7,2025,8,August,1,Tuesday,No,19,Dinner,Cheese Burger,Burgers,Main Course,Veg,150-200
O001088,C00815,6,Working Professional,North Indian,2025-03-02,11:30:00,R039,I0305,Zomato,Delivered,5.0,137,15,20.55,116.45,25,141.45,2025,3,March,6,Sunday,Yes,11,Breakfast,Masala Dosa,South Indian,Main Course,Veg,100-150
O001089,C04957,7,Family,North Indian,2025-12-28,23:35:00,R066,I0515,Zomato,Delivered,4.0,90,30,27.0,63.0,40,103.0,2025,12,December,6,Sunday,Yes,23,Dinner,Gulab Jamun,North Indian,Dessert,Veg,100-150
O001090,C01138,7,Working Professional,Biryani,2025-03-26,12:25:00,R055,I0425,Zomato,Delivered,4.0,291,5,14.55,276.45,25,301.45,2025,3,March,2,Wednesday,No,12,Lunch,Mutton Biryani,Biryani,Main Course,Non-Veg,300+
O001091,C04711,7,Family,Biryani,2025-12-11,22:47:00,R033,I0263,Zomato,Delivered,3.0,90,20,18.0,72.0,40,112.0,2025,12,December,3,Thursday,No,22,Dinner,Gulab Jamun,North Indian,Dessert,Veg,100-150
O001092,C03222,6,Student,Chinese,2025-08-25,19:13:00,R113,I0871,Swiggy,Delivered,5.0,140,30,42.0,98.0,30,128.0,2025,8,August,0,Monday,No,19,Dinner,Paneer Dosa,South Indian,Main Course,Veg,100-150
O001093,C03007,4,Family,Pizza,2025-08-10,19:57:00,R067,I0520,Swiggy,Delivered,3.0,137,40,54.8,82.2,30,112.2,2025,8,August,6,Sunday,Yes,19,Dinner,Fruit Bowl,Healthy,Healthy,Veg,100-150
O001094,C02531,7,Student,Momos,2025-07-06,17:16:00,R007,I0048,Zomato,Delivered,3.0,209,15,31.35,177.65,30,207.65,2025,7,July,6,Sunday,Yes,17,Evening,Kadhai Paneer,North Indian,Main Course,Veg,200-250
O001095,C01133,5,Working Professional,Momos,2025-03-26,12:08:00,R116,I0890,Swiggy,Delivered,4.0,303,0,0.0,303.0,25,328.0,2025,3,March,2,Wednesday,No,12,Lunch,Farmhouse Pizza,Pizza,Main Course,Veg,300+
O001096,C00869,4,Young Professional,Pizza,2025-03-06,12:06:00,R041,I0320,Zomato,Delivered,4.0,307,5,15.35,291.65,25,316.65,2025,3,March,3,Thursday,No,12,Lunch,Farmhouse Pizza,Pizza,Main Course,Veg,300+
O001097,C01087,2,Student,South Indian,2025-03-22,12:45:00,R142,I1094,Direct,Cancelled,,293,10,29.3,263.7,25,288.7,2025,3,March,5,Saturday,Yes,12,Lunch,Mutton Biryani,Biryani,Main Course,Non-Veg,250-300
O001098,C00923,4,Student,Chinese,2025-03-09,12:26:00,R056,I0432,Zomato,Delivered,4.0,205,25,51.25,153.75,25,178.75,2025,3,March,6,Sunday,Yes,12,Lunch,Margherita Pizza,Pizza,Main Course,Veg,150-200
O001099,C03887,2,Working Professional,Biryani,2025-10-12,21:27:00,R077,I0598,Swiggy,Delivered,4.0,55,20,11.0,44.0,35,79.0,2025,10,October,6,Sunday,Yes,21,Dinner,Raita,Biryani,Side,Veg,Below 100
O001100,C01719,10,Working Professional,Biryani,2025-05-08,14:54:00,R016,I0118,Zomato,Delivered,4.0,157,25,39.25,117.75,25,142.75,2025,5,May,3,Thursday,No,14,Lunch,Chole Bhature,North Indian,Main Course,Veg,100-150
O001101,C00279,6,Student,South Indian,2025-01-22,08:11:00,R050,I0386,Zomato,Delivered,4.0,122,25,30.5,91.5,20,111.5,2025,1,January,2,Wednesday,No,8,Breakfast,Masala Dosa,South Indian,Main Course,Veg,100-150
O001102,C04846,3,Student,Biryani,2025-12-20,23:16:00,R114,I0881,Swiggy,Delivered,5.0,292,0,0.0,292.0,40,332.0,2025,12,December,5,Saturday,Yes,23,Dinner,Biryani Combo,Biryani,Combo,Non-Veg,300+
O001103,C04424,2,Working Professional,Cafe,2025-11-19,22:08:00,R050,I0391,Swiggy,Delivered,5.0,133,25,33.25,99.75,35,134.75,2025,11,November,2,Wednesday,No,22,Dinner,Uttapam,South Indian,Main Course,Veg,100-150
O001104,C04638,2,Young Professional,Chinese,2025-12-05,22:43:00,R131,I1013,Direct,Delivered,5.0,121,30,36.3,84.7,40,124.7,2025,12,December,4,Friday,No,22,Dinner,Uttapam,South Indian,Main Course,Veg,100-150
O001105,C04975,7,Family,Biryani,2025-12-29,23:43:00,R088,I0684,Swiggy,Delivered,3.0,125,20,25.0,100.0,40,140.0,2025,12,December,0,Monday,No,23,Dinner,Rasmalai,Desserts,Dessert,Veg,100-150
O001106,C00854,6,Family,Chinese,2025-03-05,11:07:00,R139,I1067,Direct,Delivered,4.0,240,10,24.0,216.0,25,241.0,2025,3,March,2,Wednesday,No,11,Breakfast,Paneer Butter Masala,North Indian,Main Course,Veg,200-250
O001107,C01956,10,Family,South Indian,2025-05-25,14:26:00,R144,I1110,Direct,Cancelled,,187,40,74.8,112.2,25,137.2,2025,5,May,6,Sunday,Yes,14,Lunch,Egg Biryani,Biryani,Main Course,Non-Veg,100-150
O001108,C03776,3,Student,Burgers,2025-10-04,21:59:00,R051,I0398,Swiggy,Delivered,4.0,121,25,30.25,90.75,35,125.75,2025,10,October,5,Saturday,Yes,21,Dinner,Uttapam,South Indian,Main Course,Veg,100-150
O001109,C03455,2,Working Professional,Biryani,2025-09-12,20:41:00,R068,I0527,Swiggy,Delivered,4.0,210,15,31.5,178.5,30,208.5,2025,9,September,4,Friday,No,20,Dinner,Chicken Fried Momos,Momos,Main Course,Non-Veg,200-250
O001110,C00757,1,Young Professional,Pizza,2025-02-26,11:11:00,R118,I0907,Swiggy,Delivered,4.0,298,15,44.7,253.3,25,278.3,2025,2,February,2,Wednesday,No,11,Breakfast,Farmhouse Pizza,Pizza,Main Course,Veg,250-300
O001111,C04069,7,Student,Momos,2025-10-25,21:36:00,R036,I0288,Zomato,Delivered,3.0,171,30,51.3,119.7,35,154.7,2025,10,October,5,Saturday,Yes,21,Dinner,Manchurian,Chinese,Starter,Veg,150-200
O001112,C01104,10,Young Professional,Chinese,2025-03-23,12:19:00,R128,I0988,Swiggy,Delivered,4.0,164,10,16.4,147.6,25,172.6,2025,3,March,6,Sunday,Yes,12,Lunch,Egg Biryani,Biryani,Main Course,Non-Veg,150-200
O001113,C01103,10,Family,Cafe,2025-03-23,12:00:00,R076,I0585,Swiggy,Delivered,3.0,128,40,51.2,76.8,25,101.8,2025,3,March,6,Sunday,Yes,12,Lunch,Cappuccino,Cafe,Beverage,Veg,100-150
O001114,C02660,8,Student,Desserts,2025-07-15,18:08:00,R090,I0696,Swiggy,Failed,,162,40,64.8,97.2,30,127.2,2025,7,July,1,Tuesday,No,18,Evening,Veg Biryani,Biryani,Main Course,Veg,100-150
O001115,C02939,8,Student,Chinese,2025-08-05,19:46:00,R013,I0095,Zomato,Cancelled,,111,5,5.55,105.45,30,135.45,2025,8,August,1,Tuesday,No,19,Dinner,Ice Cream,Desserts,Dessert,Veg,100-150
O001116,C02873,7,Student,Burgers,2025-07-31,18:23:00,R119,I0919,Swiggy,Delivered,5.0,225,0,0.0,225.0,30,255.0,2025,7,July,3,Thursday,No,18,Evening,Paneer Tikka,North Indian,Starter,Veg,250-300
O001117,C00448,1,Family,Biryani,2025-02-03,09:33:00,R056,I0432,Zomato,Delivered,5.0,205,25,51.25,153.75,20,173.75,2025,2,February,0,Monday,No,9,Breakfast,Margherita Pizza,Pizza,Main Course,Veg,150-200
O001118,C04389,8,Family,Biryani,2025-11-16,22:35:00,R108,I0834,Swiggy,Delivered,5.0,66,30,19.8,46.2,35,81.2,2025,11,November,6,Sunday,Yes,22,Dinner,Raita,Biryani,Side,Veg,Below 100
O001119,C01306,7,Family,Pizza,2025-04-07,13:03:00,R081,I0623,Swiggy,Delivered,4.0,301,0,0.0,301.0,25,326.0,2025,4,April,0,Monday,No,13,Lunch,Farmhouse Pizza,Pizza,Main Course,Veg,300+
O001120,C00631,3,Family,Pizza,2025-02-16,10:28:00,R035,I0275,Zomato,Delivered,5.0,307,10,30.7,276.3,20,296.3,2025,2,February,6,Sunday,Yes,10,Breakfast,Mutton Biryani,Biryani,Main Course,Non-Veg,250-300
O001121,C04450,4,Young Professional,Pizza,2025-11-21,22:22:00,R140,I1084,Direct,Delivered,3.0,139,15,20.85,118.15,35,153.15,2025,11,November,4,Friday,No,22,Dinner,Jeera Rice,North Indian,Rice,Veg,150-200
O001122,C04776,10,Student,Chinese,2025-12-15,23:34:00,R111,I0858,Swiggy,Delivered,4.0,144,30,43.2,100.8,40,140.8,2025,12,December,0,Monday,No,23,Dinner,Spring Rolls,Chinese,Starter,Veg,100-150
O001123,C04312,10,Family,North Indian,2025-11-11,22:15:00,R146,I1134,Direct,Delivered,4.0,139,30,41.7,97.3,35,132.3,2025,11,November,1,Tuesday,No,22,Dinner,Jeera Rice,North Indian,Rice,Veg,100-150
O001124,C04041,9,Young Professional,Pizza,2025-10-23,21:07:00,R056,I0437,Zomato,Delivered,4.0,135,25,33.75,101.25,35,136.25,2025,10,October,3,Thursday,No,21,Dinner,Garlic Bread,Pizza,Side,Veg,100-150
O001125,C03253,9,Working Professional,Healthy,2025-08-28,19:26:00,R082,I0636,Swiggy,Delivered,4.0,65,15,9.75,55.25,30,85.25,2025,8,August,3,Thursday,No,19,Dinner,Garlic Naan,North Indian,Bread,Veg,Below 100
O001126,C02735,2,Student,Burgers,2025-07-20,18:38:00,R066,I0511,Swiggy,Delivered,4.0,239,30,71.7,167.3,30,197.3,2025,7,July,6,Sunday,Yes,18,Evening,Chicken Tikka,North Indian,Starter,Non-Veg,150-200
O001127,C00427,6,Young Professional,Burgers,2025-02-01,09:57:00,R105,I0806,Swiggy,Delivered,3.0,205,0,0.0,205.0,20,225.0,2025,2,February,5,Saturday,Yes,9,Breakfast,Margherita Pizza,Pizza,Main Course,Veg,200-250
O001128,C02021,8,Family,Healthy,2025-05-30,14:11:00,R004,I0025,Zomato,Delivered,4.0,224,30,67.2,156.8,30,186.8,2025,5,May,4,Friday,No,14,Lunch,Paneer Bowl,Healthy,Healthy,Veg,150-200
O001129,C01838,5,Working Professional,Healthy,2025-05-17,14:43:00,R039,I0306,Zomato,Delivered,5.0,83,15,12.45,70.55,25,95.55,2025,5,May,5,Saturday,Yes,14,Lunch,Plain Dosa,South Indian,Main Course,Veg,Below 100
O001130,C01273,2,Family,Desserts,2025-04-05,13:03:00,R129,I0996,Direct,Delivered,5.0,102,25,25.5,76.5,25,101.5,2025,4,April,5,Saturday,Yes,13,Lunch,Idli Sambar,South Indian,Main Course,Veg,100-150
O001131,C03594,1,Young Professional,Chinese,2025-09-21,20:46:00,R078,I0605,Zomato,Delivered,4.0,186,40,74.4,111.6,35,146.6,2025,9,September,6,Sunday,Yes,20,Dinner,Tandoori Momos,Momos,Main Course,Veg,100-150
O001132,C02458,8,Family,Pizza,2025-06-30,17:24:00,R138,I1062,Direct,Failed,,200,10,20.0,180.0,30,210.0,2025,6,June,0,Monday,No,17,Evening,Cheese Burger,Burgers,Main Course,Veg,200-250
O001133,C00399,9,Working Professional,Chinese,2025-01-30,09:05:00,R037,I0290,Zomato,Delivered,5.0,125,10,12.5,112.5,20,132.5,2025,1,January,3,Thursday,No,9,Breakfast,Veg Burger,Burgers,Main Course,Veg,100-150
O001134,C01085,8,Working Professional,Momos,2025-03-22,12:02:00,R150,I1159,Direct,Delivered,4.0,139,40,55.6,83.4,25,108.4,2025,3,March,5,Saturday,Yes,12,Lunch,Brownie,Desserts,Dessert,Veg,100-150
O001135,C03396,8,Working Professional,Chinese,2025-09-07,20:38:00,R090,I0697,Swiggy,Delivered,4.0,223,40,89.2,133.8,30,163.8,2025,9,September,6,Sunday,Yes,20,Dinner,Chicken 65,Biryani,Starter,Non-Veg,150-200
O001136,C00377,4,Young Professional,Cafe,2025-01-28,09:53:00,R113,I0867,Swiggy,Delivered,4.0,124,30,37.2,86.8,20,106.8,2025,1,January,1,Tuesday,No,9,Breakfast,Masala Dosa,South Indian,Main Course,Veg,100-150
O001137,C04256,10,Student,Chinese,2025-11-07,21:23:00,R066,I0514,Zomato,Delivered,4.0,129,30,38.7,90.3,35,125.3,2025,11,November,4,Friday,No,21,Dinner,Jeera Rice,North Indian,Rice,Veg,100-150
O001138,C02453,3,Family,North Indian,2025-06-30,17:20:00,R133,I1025,Direct,Delivered,3.0,99,10,9.9,89.1,30,119.1,2025,6,June,0,Monday,No,17,Evening,Vada Sambar,South Indian,Main Course,Veg,100-150
O001139,C02377,5,Family,North Indian,2025-06-25,16:05:00,R071,I0549,Swiggy,Delivered,4.0,230,15,34.5,195.5,30,225.5,2025,6,June,2,Wednesday,No,16,Evening,Kadhai Paneer,North Indian,Main Course,Veg,200-250
