customer_id,locality_id,customer_segment,age_group,preferred_cuisine,order_frequency,order_weight,order_probability
C00943,8,Working Professional,36-45,Biryani,Regular,2,0.0002232142857142857
C00944,8,Family,18-25,Biryani,Regular,2,0.0002232142857142857
C00945,3,Family,18-25,South Indian,Occasional,1,0.00011160714285714285
C00946,7,Young Professional,46-55,Momos,Occasional,1,0.00011160714285714285
C00947,3,Young Professional,18-25,South Indian,Occasional,1,0.00011160714285714285
C00948,6,Family,18-25,Biryani,Frequent,4,0.0004464285714285714
C00949,6,Family,26-35,Chinese,Frequent,4,0.0004464285714285714
C00950,3,Working Professional,18-25,Chinese,Regular,2,0.0002232142857142857
C00951,7,Working Professional,46-55,Healthy,Regular,2,0.0002232142857142857
C00952,3,Student,26-35,Momos,Regular,2,0.0002232142857142857
C00953,8,Family,26-35,Biryani,Occasional,1,0.00011160714285714285
C00954,10,Working Professional,46-55,Biryani,Frequent,4,0.0004464285714285714
C00955,4,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C00956,1,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C00957,4,Working Professional,36-45,Pizza,Regular,2,0.0002232142857142857
C00958,7,Working Professional,26-35,Desserts,Occasional,1,0.00011160714285714285
C00959,4,Working Professional,26-35,South Indian,Occasional,1,0.00011160714285714285
C00960,6,Family,36-45,North Indian,Regular,2,0.0002232142857142857
C00961,9,Working Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C00962,1,Family,36-45,Pizza,Regular,2,0.0002232142857142857
C00963,5,Student,56+,Momos,Occasional,1,0.00011160714285714285
C00964,7,Student,36-45,Biryani,Occasional,1,0.00011160714285714285
C00965,1,Working Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C00966,4,Working Professional,46-55,Biryani,Occasional,1,0.00011160714285714285
C00967,6,Student,18-25,Burgers,Regular,2,0.0002232142857142857
C00968,2,Working Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C00969,10,Student,36-45,Cafe,Regular,2,0.0002232142857142857
C00970,5,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C00971,10,Working Professional,18-25,Cafe,Regular,2,0.0002232142857142857
C00972,1,Family,26-35,South Indian,Frequent,4,0.0004464285714285714
C00973,6,Young Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C00974,6,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C00975,4,Young Professional,46-55,Chinese,Occasional,1,0.00011160714285714285
C00976,8,Working Professional,46-55,Biryani,Occasional,1,0.00011160714285714285
C00977,4,Family,36-45,Desserts,Regular,2,0.0002232142857142857
C00978,8,Family,46-55,Desserts,Occasional,1,0.00011160714285714285
C00979,8,Family,26-35,Biryani,Occasional,1,0.00011160714285714285
C00980,5,Working Professional,26-35,South Indian,Regular,2,0.0002232142857142857
C00981,4,Working Professional,26-35,Momos,Occasional,1,0.00011160714285714285
C00982,2,Student,26-35,Momos,Regular,2,0.0002232142857142857
C00983,3,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C00984,3,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C00985,4,Working Professional,36-45,Burgers,Regular,2,0.0002232142857142857
C00986,4,Working Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C00987,10,Student,56+,Pizza,Regular,2,0.0002232142857142857
C00988,5,Family,26-35,South Indian,Occasional,1,0.00011160714285714285
C00989,4,Young Professional,18-25,Cafe,Occasional,1,0.00011160714285714285
C00990,10,Young Professional,26-35,Momos,Regular,2,0.0002232142857142857
C00991,8,Working Professional,36-45,Chinese,Regular,2,0.0002232142857142857
C00992,6,Family,26-35,North Indian,Regular,2,0.0002232142857142857
C00993,6,Young Professional,18-25,Burgers,Occasional,1,0.00011160714285714285
C00994,8,Working Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C00995,7,Working Professional,46-55,Chinese,Occasional,1,0.00011160714285714285
C00996,10,Young Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C00997,10,Working Professional,46-55,Biryani,Frequent,4,0.0004464285714285714
C00998,8,Working Professional,46-55,Healthy,Occasional,1,0.00011160714285714285
C00999,2,Student,18-25,Chinese,Frequent,4,0.0004464285714285714
C01000,9,Student,36-45,Burgers,Occasional,1,0.00011160714285714285
C01001,1,Young Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C01002,8,Family,18-25,South Indian,Regular,2,0.0002232142857142857
C01003,4,Working Professional,36-45,North Indian,Frequent,4,0.0004464285714285714
C01004,4,Student,36-45,Chinese,Regular,2,0.0002232142857142857
C01005,5,Working Professional,18-25,Healthy,Regular,2,0.0002232142857142857
C01006,8,Working Professional,46-55,Biryani,Regular,2,0.0002232142857142857
C01007,5,Student,36-45,Momos,Regular,2,0.0002232142857142857
C01008,8,Young Professional,46-55,Desserts,Regular,2,0.0002232142857142857
C01009,10,Student,26-35,North Indian,Occasional,1,0.00011160714285714285
C01010,1,Working Professional,46-55,North Indian,Occasional,1,0.00011160714285714285
C01011,10,Family,26-35,Momos,Occasional,1,0.00011160714285714285
C01012,9,Student,18-25,Biryani,Frequent,4,0.0004464285714285714
C01013,6,Young Professional,36-45,Pizza,Frequent,4,0.0004464285714285714
C01014,3,Family,36-45,North Indian,Occasional,1,0.00011160714285714285
C01015,8,Family,26-35,Biryani,Regular,2,0.0002232142857142857
C01016,9,Student,26-35,Pizza,Frequent,4,0.0004464285714285714
C01017,6,Student,18-25,Biryani,Occasional,1,0.00011160714285714285
C01018,7,Student,26-35,Burgers,Regular,2,0.0002232142857142857
C01019,1,Working Professional,26-35,Healthy,Frequent,4,0.0004464285714285714
C01020,5,Family,26-35,Chinese,Occasional,1,0.00011160714285714285
C01021,5,Young Professional,26-35,South Indian,Regular,2,0.0002232142857142857
C01022,10,Family,56+,Chinese,Occasional,1,0.00011160714285714285
C01023,4,Young Professional,26-35,Burgers,Frequent,4,0.0004464285714285714
C01024,6,Family,36-45,North Indian,Frequent,4,0.0004464285714285714
C01025,7,Working Professional,46-55,Healthy,Frequent,4,0.0004464285714285714
C01026,9,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C01027,1,Family,18-25,Healthy,Frequent,4,0.0004464285714285714
C01028,6,Student,18-25,Biryani,Regular,2,0.0002232142857142857
C01029,7,Student,36-45,Momos,Occasional,1,0.00011160714285714285
C01030,3,Working Professional,18-25,Chinese,Regular,2,0.0002232142857142857
C01031,8,Young Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C01032,5,Student,18-25,Burgers,Regular,2,0.0002232142857142857
C01033,9,Family,18-25,Chinese,Occasional,1,0.00011160714285714285
C01034,5,Young Professional,26-35,Cafe,Occasional,1,0.00011160714285714285
C01035,9,Working Professional,56+,North Indian,Occasional,1,0.00011160714285714285
C01036,10,Student,26-35,Biryani,Regular,2,0.0002232142857142857
C01037,4,Student,46-55,Pizza,Occasional,1,0.00011160714285714285
C01038,9,Family,56+,North Indian,Regular,2,0.0002232142857142857
C01039,5,Family,18-25,North Indian,Occasional,1,0.00011160714285714285
C01040,10,Young Professional,26-35,Burgers,Occasional,1,0.00011160714285714285
C01041,9,Working Professional,36-45,South Indian,Regular,2,0.0002232142857142857
C01042,3,Student,46-55,Pizza,Regular,2,0.0002232142857142857
C01043,4,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C01044,9,Family,56+,South Indian,Regular,2,0.0002232142857142857
C01045,10,Student,18-25,Momos,Frequent,4,0.0004464285714285714
C01046,6,Working Professional,18-25,Healthy,Regular,2,0.0002232142857142857
C01047,2,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C01048,7,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C01049,2,Student,18-25,Momos,Frequent,4,0.0004464285714285714
C01050,2,Working Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C01051,1,Student,18-25,Pizza,Frequent,4,0.0004464285714285714
C01052,3,Student,26-35,North Indian,Regular,2,0.0002232142857142857
C01053,6,Family,46-55,North Indian,Frequent,4,0.0004464285714285714
C01054,8,Young Professional,46-55,Biryani,Regular,2,0.0002232142857142857
C01055,9,Student,36-45,Chinese,Frequent,4,0.0004464285714285714
C01056,7,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C01057,4,Working Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C01058,6,Working Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C01059,5,Young Professional,26-35,Burgers,Occasional,1,0.00011160714285714285
C01060,8,Family,18-25,Pizza,Regular,2,0.0002232142857142857
C01061,1,Young Professional,36-45,Pizza,Frequent,4,0.0004464285714285714
C01062,1,Student,46-55,Momos,Frequent,4,0.0004464285714285714
C01063,6,Student,26-35,Burgers,Regular,2,0.0002232142857142857
C01064,10,Young Professional,36-45,Burgers,Occasional,1,0.00011160714285714285
C01065,2,Working Professional,18-25,Healthy,Occasional,1,0.00011160714285714285
C01066,5,Student,26-35,Cafe,Regular,2,0.0002232142857142857
C01067,1,Family,36-45,Chinese,Occasional,1,0.00011160714285714285
C01068,7,Young Professional,26-35,Cafe,Occasional,1,0.00011160714285714285
C01069,1,Young Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C01070,4,Working Professional,46-55,Cafe,Occasional,1,0.00011160714285714285
C01071,9,Young Professional,36-45,Healthy,Occasional,1,0.00011160714285714285
C01072,1,Student,46-55,Biryani,Occasional,1,0.00011160714285714285
C01073,4,Student,36-45,Momos,Occasional,1,0.00011160714285714285
C01074,6,Family,56+,Chinese,Occasional,1,0.00011160714285714285
C01075,6,Student,18-25,Desserts,Frequent,4,0.0004464285714285714
C01076,8,Working Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C01077,1,Family,26-35,Biryani,Occasional,1,0.00011160714285714285
C01078,7,Working Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C01079,1,Student,26-35,Cafe,Occasional,1,0.00011160714285714285
C01080,7,Student,26-35,Momos,Frequent,4,0.0004464285714285714
C01081,3,Working Professional,26-35,South Indian,Regular,2,0.0002232142857142857
C01082,8,Working Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C01083,3,Family,46-55,South Indian,Occasional,1,0.00011160714285714285
C01084,1,Family,18-25,Healthy,Frequent,4,0.0004464285714285714
C01085,8,Working Professional,26-35,Momos,Frequent,4,0.0004464285714285714
C01086,3,Young Professional,36-45,Chinese,Occasional,1,0.00011160714285714285
C01087,2,Student,36-45,South Indian,Regular,2,0.0002232142857142857
C01088,1,Student,26-35,Burgers,Occasional,1,0.00011160714285714285
C01089,3,Young Professional,18-25,Burgers,Frequent,4,0.0004464285714285714
C01090,2,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C01091,2,Young Professional,18-25,Pizza,Frequent,4,0.0004464285714285714
C01092,6,Working Professional,18-25,Chinese,Regular,2,0.0002232142857142857
C01093,1,Family,36-45,Biryani,Regular,2,0.0002232142857142857
C01094,2,Working Professional,26-35,Healthy,Regular,2,0.0002232142857142857
C01095,6,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C01096,3,Working Professional,26-35,Cafe,Occasional,1,0.00011160714285714285
C01097,4,Family,56+,Chinese,Occasional,1,0.00011160714285714285
C01098,1,Working Professional,56+,Healthy,Occasional,1,0.00011160714285714285
C01099,8,Young Professional,26-35,Cafe,Regular,2,0.0002232142857142857
C01100,7,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C01101,7,Student,26-35,Burgers,Occasional,1,0.00011160714285714285
C01102,3,Working Professional,18-25,North Indian,Frequent,4,0.0004464285714285714
C01103,10,Family,26-35,Cafe,Frequent,4,0.0004464285714285714
C01104,10,Young Professional,26-35,Chinese,Frequent,4,0.0004464285714285714
C01105,3,Working Professional,26-35,Healthy,Frequent,4,0.0004464285714285714
C01106,2,Family,26-35,Chinese,Occasional,1,0.00011160714285714285
C01107,1,Working Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C01108,7,Family,26-35,Chinese,Regular,2,0.0002232142857142857
C01109,7,Young Professional,26-35,Burgers,Regular,2,0.0002232142857142857
C01110,2,Student,26-35,Cafe,Occasional,1,0.00011160714285714285
C01111,7,Working Professional,36-45,North Indian,Regular,2,0.0002232142857142857
C01112,8,Young Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C01113,1,Young Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C01114,9,Working Professional,26-35,Burgers,Regular,2,0.0002232142857142857
C01115,7,Working Professional,18-25,South Indian,Regular,2,0.0002232142857142857
C01116,3,Student,18-25,Biryani,Regular,2,0.0002232142857142857
C01117,8,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C01118,7,Young Professional,18-25,Momos,Frequent,4,0.0004464285714285714
C01119,8,Family,36-45,North Indian,Occasional,1,0.00011160714285714285
C01120,6,Student,36-45,Momos,Occasional,1,0.00011160714285714285
C01121,9,Student,46-55,North Indian,Frequent,4,0.0004464285714285714
C01122,5,Student,56+,Momos,Frequent,4,0.0004464285714285714
C01123,3,Student,18-25,Pizza,Frequent,4,0.0004464285714285714
C01124,3,Student,56+,Biryani,Regular,2,0.0002232142857142857
C01125,1,Working Professional,36-45,Healthy,Regular,2,0.0002232142857142857
C01126,8,Student,26-35,Momos,Regular,2,0.0002232142857142857
C01127,2,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C01128,3,Working Professional,46-55,Biryani,Occasional,1,0.00011160714285714285
C01129,8,Student,18-25,Cafe,Occasional,1,0.00011160714285714285
C01130,8,Student,46-55,Burgers,Occasional,1,0.00011160714285714285
C01131,4,Working Professional,18-25,Cafe,Regular,2,0.0002232142857142857
C01132,4,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C01133,5,Working Professional,26-35,Momos,Occasional,1,0.00011160714285714285
C01134,6,Student,18-25,Burgers,Occasional,1,0.00011160714285714285
C01135,5,Family,18-25,Pizza,Regular,2,0.0002232142857142857
C01136,7,Young Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C01137,2,Family,18-25,Pizza,Frequent,4,0.0004464285714285714
C01138,7,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C01139,10,Young Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C01140,7,Family,36-45,Chinese,Regular,2,0.0002232142857142857
C01141,1,Student,36-45,Pizza,Regular,2,0.0002232142857142857
C01142,7,Working Professional,18-25,Cafe,Occasional,1,0.00011160714285714285
C01143,5,Young Professional,26-35,Pizza,Regular,2,0.0002232142857142857
C01144,3,Working Professional,18-25,Chinese,Regular,2,0.0002232142857142857
C01145,3,Student,46-55,Burgers,Occasional,1,0.00011160714285714285
C01146,4,Family,46-55,Burgers,Frequent,4,0.0004464285714285714
C01147,2,Young Professional,26-35,North Indian,Regular,2,0.0002232142857142857
C01148,2,Student,18-25,Chinese,Regular,2,0.0002232142857142857
C01149,1,Working Professional,46-55,Chinese,Frequent,4,0.0004464285714285714
C01150,5,Student,46-55,Chinese,Frequent,4,0.0004464285714285714
C01151,4,Family,46-55,North Indian,Regular,2,0.0002232142857142857
C01152,10,Student,46-55,Cafe,Regular,2,0.0002232142857142857
C01153,2,Working Professional,26-35,Momos,Regular,2,0.0002232142857142857
C01154,3,Young Professional,18-25,Pizza,Regular,2,0.0002232142857142857
C01155,7,Working Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C01156,7,Family,26-35,North Indian,Regular,2,0.0002232142857142857
C01157,4,Working Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C01158,5,Student,26-35,Burgers,Frequent,4,0.0004464285714285714
C01159,5,Family,18-25,North Indian,Frequent,4,0.0004464285714285714
C01160,6,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C01161,9,Working Professional,26-35,Pizza,Regular,2,0.0002232142857142857
C01162,2,Student,18-25,North Indian,Occasional,1,0.00011160714285714285
C01163,5,Family,26-35,South Indian,Occasional,1,0.00011160714285714285
C01164,3,Young Professional,36-45,Healthy,Regular,2,0.0002232142857142857
C01165,4,Young Professional,36-45,Burgers,Occasional,1,0.00011160714285714285
C01166,10,Working Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C01167,6,Student,26-35,Pizza,Regular,2,0.0002232142857142857
C01168,8,Working Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C01169,1,Young Professional,36-45,Chinese,Occasional,1,0.00011160714285714285
C01170,10,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C01171,8,Young Professional,26-35,Momos,Regular,2,0.0002232142857142857
C01172,7,Working Professional,46-55,Momos,Frequent,4,0.0004464285714285714
C01173,1,Young Professional,26-35,North Indian,Regular,2,0.0002232142857142857
C01174,2,Young Professional,18-25,Burgers,Occasional,1,0.00011160714285714285
C01175,3,Young Professional,18-25,Burgers,Regular,2,0.0002232142857142857
C01176,1,Working Professional,26-35,Pizza,Regular,2,0.0002232142857142857
C01177,9,Student,26-35,Healthy,Regular,2,0.0002232142857142857
C01178,8,Working Professional,46-55,Cafe,Occasional,1,0.00011160714285714285
C01179,2,Working Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C01180,9,Student,36-45,Pizza,Regular,2,0.0002232142857142857
C01181,7,Working Professional,26-35,Healthy,Frequent,4,0.0004464285714285714
C01182,9,Working Professional,26-35,Desserts,Occasional,1,0.00011160714285714285
C01183,6,Family,26-35,North Indian,Regular,2,0.0002232142857142857
C01184,6,Family,26-35,Chinese,Frequent,4,0.0004464285714285714
C01185,4,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C01186,10,Young Professional,18-25,Burgers,Frequent,4,0.0004464285714285714
C01187,10,Student,46-55,Chinese,Regular,2,0.0002232142857142857
C01188,2,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C01189,7,Working Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C01190,5,Young Professional,18-25,Healthy,Regular,2,0.0002232142857142857
C01191,6,Student,18-25,Pizza,Occasional,1,0.00011160714285714285
C01192,2,Working Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C01193,5,Family,18-25,Biryani,Occasional,1,0.00011160714285714285
C01194,10,Student,18-25,Pizza,Regular,2,0.0002232142857142857
C01195,4,Family,26-35,Pizza,Occasional,1,0.00011160714285714285
C01196,9,Young Professional,36-45,Biryani,Frequent,4,0.0004464285714285714
C01197,6,Young Professional,18-25,Chinese,Frequent,4,0.0004464285714285714
C01198,2,Student,26-35,Chinese,Frequent,4,0.0004464285714285714
C01199,1,Student,36-45,Chinese,Regular,2,0.0002232142857142857
C01200,5,Working Professional,56+,Chinese,Occasional,1,0.00011160714285714285
C01201,9,Working Professional,36-45,North Indian,Regular,2,0.0002232142857142857
C01202,6,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C01203,10,Student,36-45,Biryani,Occasional,1,0.00011160714285714285
C01204,7,Young Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C01205,5,Young Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C01206,10,Student,46-55,Momos,Regular,2,0.0002232142857142857
C01207,6,Working Professional,26-35,South Indian,Regular,2,0.0002232142857142857
C01208,5,Working Professional,56+,Burgers,Occasional,1,0.00011160714285714285
C01209,9,Student,36-45,Momos,Occasional,1,0.00011160714285714285
C01210,6,Family,26-35,North Indian,Frequent,4,0.0004464285714285714
C01211,8,Family,36-45,Desserts,Occasional,1,0.00011160714285714285
C01212,2,Young Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C01213,9,Family,26-35,Pizza,Occasional,1,0.00011160714285714285
C01214,5,Working Professional,46-55,Healthy,Regular,2,0.0002232142857142857
C01215,7,Family,36-45,Momos,Regular,2,0.0002232142857142857
C01216,10,Student,46-55,Biryani,Occasional,1,0.00011160714285714285
C01217,1,Working Professional,46-55,Cafe,Occasional,1,0.00011160714285714285
C01218,10,Working Professional,56+,South Indian,Regular,2,0.0002232142857142857
C01219,5,Student,36-45,Pizza,Regular,2,0.0002232142857142857
C01220,10,Student,26-35,Burgers,Occasional,1,0.00011160714285714285
C01221,2,Student,18-25,Chinese,Frequent,4,0.0004464285714285714
C01222,6,Young Professional,36-45,Chinese,Occasional,1,0.00011160714285714285
C01223,1,Student,18-25,Burgers,Occasional,1,0.00011160714285714285
C01224,3,Student,18-25,Burgers,Frequent,4,0.0004464285714285714
C01225,5,Working Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C01226,4,Family,46-55,Pizza,Regular,2,0.0002232142857142857
C01227,3,Student,46-55,North Indian,Occasional,1,0.00011160714285714285
C01228,10,Young Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C01229,5,Young Professional,26-35,Pizza,Frequent,4,0.0004464285714285714
C01230,8,Working Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C01231,4,Family,26-35,North Indian,Frequent,4,0.0004464285714285714
C01232,1,Student,26-35,Pizza,Occasional,1,0.00011160714285714285
C01233,7,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C01234,8,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C01235,3,Student,26-35,Chinese,Regular,2,0.0002232142857142857
C01236,6,Student,26-35,Burgers,Occasional,1,0.00011160714285714285
C01237,2,Working Professional,26-35,North Indian,Frequent,4,0.0004464285714285714
C01238,7,Student,56+,Biryani,Occasional,1,0.00011160714285714285
C01239,8,Young Professional,18-25,Burgers,Frequent,4,0.0004464285714285714
C01240,6,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C01241,6,Family,26-35,Burgers,Frequent,4,0.0004464285714285714
C01242,5,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C01243,8,Family,26-35,South Indian,Regular,2,0.0002232142857142857
C01244,1,Working Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C01245,10,Working Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C01246,4,Young Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C01247,4,Working Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C01248,3,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C01249,3,Working Professional,18-25,Chinese,Frequent,4,0.0004464285714285714
C01250,4,Family,36-45,North Indian,Regular,2,0.0002232142857142857
C01251,1,Working Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C01252,2,Young Professional,46-55,Chinese,Occasional,1,0.00011160714285714285
C01253,9,Student,46-55,Burgers,Occasional,1,0.00011160714285714285
C01254,10,Working Professional,26-35,Cafe,Occasional,1,0.00011160714285714285
C01255,2,Family,46-55,Chinese,Regular,2,0.0002232142857142857
C01256,5,Family,36-45,Biryani,Occasional,1,0.00011160714285714285
C01257,9,Young Professional,46-55,Pizza,Occasional,1,0.00011160714285714285
C01258,9,Young Professional,36-45,Pizza,Occasional,1,0.00011160714285714285
C01259,8,Working Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C01260,1,Student,46-55,Cafe,Regular,2,0.0002232142857142857
C01261,1,Student,18-25,Pizza,Occasional,1,0.00011160714285714285
C01262,9,Family,18-25,Biryani,Regular,2,0.0002232142857142857
C01263,8,Young Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C01264,10,Student,26-35,Burgers,Occasional,1,0.00011160714285714285
C01265,9,Student,26-35,Cafe,Occasional,1,0.00011160714285714285
C01266,7,Student,36-45,Pizza,Occasional,1,0.00011160714285714285
C01267,3,Young Professional,46-55,Momos,Occasional,1,0.00011160714285714285
C01268,3,Working Professional,18-25,South Indian,Occasional,1,0.00011160714285714285
C01269,2,Working Professional,56+,Desserts,Regular,2,0.0002232142857142857
C01270,5,Working Professional,46-55,Pizza,Occasional,1,0.00011160714285714285
C01271,3,Young Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C01272,6,Family,26-35,North Indian,Frequent,4,0.0004464285714285714
C01273,2,Family,36-45,Desserts,Regular,2,0.0002232142857142857
C01274,3,Student,26-35,Pizza,Occasional,1,0.00011160714285714285
C01275,5,Working Professional,36-45,Pizza,Occasional,1,0.00011160714285714285
C01276,1,Family,36-45,North Indian,Occasional,1,0.00011160714285714285
C01277,1,Young Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C01278,10,Student,18-25,North Indian,Frequent,4,0.0004464285714285714
C01279,9,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C01280,7,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C01281,1,Working Professional,26-35,Momos,Regular,2,0.0002232142857142857
C01282,8,Young Professional,36-45,Burgers,Regular,2,0.0002232142857142857
C01283,3,Student,26-35,South Indian,Regular,2,0.0002232142857142857
C01284,8,Working Professional,56+,Biryani,Occasional,1,0.00011160714285714285
C01285,5,Working Professional,26-35,Burgers,Occasional,1,0.00011160714285714285
C01286,1,Student,36-45,Pizza,Regular,2,0.0002232142857142857
C01287,7,Working Professional,36-45,Cafe,Occasional,1,0.00011160714285714285
C01288,5,Student,56+,South Indian,Occasional,1,0.00011160714285714285
C01289,6,Working Professional,36-45,Pizza,Occasional,1,0.00011160714285714285
C01290,6,Family,18-25,Biryani,Occasional,1,0.00011160714285714285
C01291,8,Working Professional,56+,Biryani,Occasional,1,0.00011160714285714285
C01292,9,Student,36-45,Momos,Occasional,1,0.00011160714285714285
C01293,2,Young Professional,18-25,Chinese,Regular,2,0.0002232142857142857
C01294,9,Family,36-45,Biryani,Regular,2,0.0002232142857142857
C01295,10,Family,46-55,North Indian,Regular,2,0.0002232142857142857
C01296,9,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C01297,10,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C01298,10,Student,36-45,Burgers,Occasional,1,0.00011160714285714285
C01299,7,Student,36-45,Momos,Regular,2,0.0002232142857142857
C01300,1,Working Professional,26-35,Healthy,Regular,2,0.0002232142857142857
C01301,7,Young Professional,18-25,Cafe,Occasional,1,0.00011160714285714285
C01302,10,Working Professional,18-25,Pizza,Frequent,4,0.0004464285714285714
C01303,5,Student,36-45,Momos,Occasional,1,0.00011160714285714285
C01304,6,Working Professional,36-45,Healthy,Regular,2,0.0002232142857142857
C01305,10,Student,18-25,Momos,Regular,2,0.0002232142857142857
C01306,7,Family,26-35,Pizza,Frequent,4,0.0004464285714285714
C01307,5,Working Professional,18-25,Pizza,Regular,2,0.0002232142857142857
C01308,7,Family,36-45,North Indian,Regular,2,0.0002232142857142857
C01309,9,Young Professional,18-25,Cafe,Occasional,1,0.00011160714285714285
C01310,3,Student,18-25,Biryani,Regular,2,0.0002232142857142857
C01311,8,Working Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C01312,2,Young Professional,26-35,Burgers,Frequent,4,0.0004464285714285714
C01313,7,Family,26-35,Biryani,Regular,2,0.0002232142857142857
C01314,2,Working Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C01315,4,Young Professional,46-55,Chinese,Occasional,1,0.00011160714285714285
C01316,7,Student,18-25,Chinese,Regular,2,0.0002232142857142857
C01317,3,Young Professional,26-35,Pizza,Regular,2,0.0002232142857142857
C01318,2,Student,46-55,Momos,Regular,2,0.0002232142857142857
C01319,10,Working Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C01320,7,Young Professional,26-35,Momos,Occasional,1,0.00011160714285714285
C01321,1,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C01322,8,Working Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C01323,3,Working Professional,26-35,North Indian,Frequent,4,0.0004464285714285714
C01324,2,Young Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C01325,3,Young Professional,18-25,Desserts,Frequent,4,0.0004464285714285714
C01326,5,Family,26-35,Momos,Occasional,1,0.00011160714285714285
C01327,8,Working Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C01328,10,Young Professional,56+,Pizza,Regular,2,0.0002232142857142857
C01329,7,Working Professional,18-25,Biryani,Regular,2,0.0002232142857142857
